00252	12	00	040	045	035	070	065	055	0	0	0	1	0	0
00253	12	00	050	065	045	095	085	065	0	0	0	2	0	0
00254	12	00	070	085	065	120	105	085	0	0	0	3	0	0
00255	10	00	045	060	040	045	070	050	0	0	0	0	1	0
00256	10	02	060	085	060	055	085	060	0	1	0	0	1	0
00257	10	02	080	120	070	080	110	070	0	3	0	0	0	0
00258	11	00	050	070	050	040	050	050	0	1	0	0	0	0
00259	11	05	070	085	070	050	060	070	0	2	0	0	0	0
00260	11	05	100	110	090	060	085	090	0	3	0	0	0	0
00261	17	00	035	055	035	035	030	030	0	1	0	0	0	0
00262	17	00	070	090	070	070	060	060	0	2	0	0	0	0
00263	01	00	038	030	041	060	030	041	0	0	0	1	0	0
00264	01	00	078	070	061	100	050	061	0	0	0	2	0	0
00265	07	00	045	045	035	020	020	030	1	0	0	0	0	0
00266	07	00	050	035	055	015	025	025	0	0	2	0	0	0
00267	07	03	060	070	050	065	100	050	0	0	0	0	3	0
00268	07	00	050	035	055	015	025	025	0	0	2	0	0	0
00269	07	04	060	050	070	065	050	090	0	0	0	0	0	3
00270	11	12	040	030	030	030	040	050	0	0	0	0	0	1
00271	11	12	060	050	050	050	060	070	0	0	0	0	0	2
00272	11	12	080	070	070	070	090	100	0	0	0	0	0	3
00273	12	00	040	040	050	030	030	030	0	0	1	0	0	0
00274	12	17	070	070	040	060	060	040	0	2	0	0	0	0
00275	12	17	090	100	060	080	090	060	0	3	0	0	0	0
00276	01	03	040	055	030	085	030	030	0	0	0	1	0	0
00277	01	03	060	085	060	125	050	050	0	0	0	2	0	0
00278	11	03	040	030	030	085	055	030	0	0	0	1	0	0
00279	11	03	060	050	100	065	085	070	0	0	2	0	0	0
00280	14	18	028	025	025	040	045	035	0	0	0	0	1	0
00281	14	18	038	035	035	050	065	055	0	0	0	0	2	0
00282	14	18	068	065	065	080	125	115	0	0	0	0	3	0
00283	07	11	040	030	032	065	050	052	0	0	0	1	0	0
00284	07	03	070	060	062	060	080	082	0	0	0	0	1	1
00285	12	00	060	040	060	035	040	060	1	0	0	0	0	0
00286	12	02	060	130	080	070	060	060	0	2	0	0	0	0
00287	01	00	060	060	060	030	035	035	1	0	0	0	0	0
00288	01	00	080	080	080	090	055	055	0	0	0	2	0	0
00289	01	00	150	160	100	100	095	065	3	0	0	0	0	0
00290	07	05	031	045	090	040	030	030	0	0	1	0	0	0
00291	07	03	061	090	045	160	050	050	0	0	0	2	0	0
00292	07	08	001	090	045	040	030	030	2	0	0	0	0	0
00293	01	00	064	051	023	028	051	023	1	0	0	0	0	0
00294	01	00	084	071	043	048	071	043	2	0	0	0	0	0
00295	01	00	104	091	063	068	091	073	3	0	0	0	0	0
00296	02	00	072	060	030	025	020	030	1	0	0	0	0	0
00297	02	00	144	120	060	050	040	060	2	0	0	0	0	0
00298	01	18	050	020	040	020	020	040	1	0	0	0	0	0
00299	06	00	030	045	135	030	045	090	0	0	1	0	0	0
00300	01	00	050	045	045	050	035	035	0	0	0	1	0	0
00301	01	00	070	065	065	070	055	055	1	0	0	1	0	0
00302	17	08	050	075	075	050	065	065	0	1	1	0	0	0
00303	09	18	050	085	085	050	055	055	0	1	1	0	0	0
00304	09	06	050	070	100	030	040	040	0	0	1	0	0	0
00305	09	06	060	090	140	040	050	050	0	0	2	0	0	0
00306	09	06	070	110	180	050	060	060	0	0	3	0	0	0
00307	02	14	030	040	055	060	040	055	0	0	0	1	0	0
00308	02	14	060	060	075	080	060	075	0	0	0	2	0	0
00309	13	00	040	045	040	065	065	040	0	0	0	1	0	0
00310	13	00	070	075	060	105	105	060	0	0	0	2	0	0
00311	13	00	060	050	040	095	085	075	0	0	0	1	0	0
00312	13	00	060	040	050	095	075	085	0	0	0	1	0	0
00313	07	00	065	073	055	085	047	075	0	0	0	1	0	0
00314	07	00	065	047	055	085	073	075	0	0	0	1	0	0
00315	12	04	050	060	045	065	100	080	0	0	0	0	2	0
00316	04	00	070	043	053	040	043	053	1	0	0	0	0	0
00317	04	00	100	073	083	055	073	083	2	0	0	0	0	0
00318	11	17	045	090	020	065	065	020	0	1	0	0	0	0
00319	11	17	070	120	040	095	095	040	0	2	0	0	0	0
00320	11	00	130	070	035	060	070	035	1	0	0	0	0	0
00321	11	00	170	090	045	060	090	045	2	0	0	0	0	0
00322	10	05	060	060	040	035	065	045	0	0	0	0	1	0
00323	10	05	070	100	070	040	105	075	0	1	0	0	1	0
00324	10	00	070	085	140	020	085	070	0	0	2	0	0	0
00325	14	00	060	025	035	060	070	080	0	0	0	0	0	1
00326	14	00	080	045	065	080	090	110	0	0	0	0	0	2
00327	01	00	060	060	060	060	060	060	0	0	0	0	1	0
00328	05	00	045	100	045	010	045	045	0	1	0	0	0	0
00329	05	16	050	070	050	070	050	050	0	1	0	1	0	0
00330	05	16	080	100	080	100	080	080	0	1	0	2	0	0
00331	12	00	050	085	040	035	085	040	0	0	0	0	1	0
00332	12	17	070	115	060	055	115	060	0	1	0	0	1	0
00333	01	03	045	040	060	050	040	075	0	0	0	0	0	1
00334	16	03	075	070	090	080	070	105	0	0	0	0	0	2
00335	01	00	073	115	060	090	060	060	0	2	0	0	0	0
00336	04	00	073	100	060	065	100	060	0	1	0	0	1	0
00337	06	14	070	055	065	070	095	085	0	0	0	0	2	0
00338	06	14	070	095	085	070	055	065	0	2	0	0	0	0
00339	11	05	050	048	043	060	046	041	1	0	0	0	0	0
00340	11	05	110	078	073	060	076	071	2	0	0	0	0	0
00341	11	00	043	080	065	035	050	035	0	1	0	0	0	0
00342	11	17	063	120	085	055	090	055	0	2	0	0	0	0
00343	05	14	040	040	055	055	040	070	0	0	0	0	0	1
00344	05	14	060	070	105	075	070	120	0	0	0	0	0	2
00345	06	12	066	041	077	023	061	087	0	0	0	0	0	1
00346	06	12	086	081	097	043	081	107	0	0	0	0	0	2
00347	06	07	045	095	050	075	040	050	0	1	0	0	0	0
00348	06	07	075	125	100	045	070	080	0	2	0	0	0	0
00349	11	00	020	015	020	080	010	055	0	0	0	1	0	0
00350	11	00	095	060	079	081	100	125	0	0	0	0	0	2
00351	01	00	070	070	070	070	070	070	1	0	0	0	0	0
00352	01	00	060	090	070	040	060	120	0	0	0	0	0	1
00353	08	00	044	075	035	045	063	033	0	1	0	0	0	0
00354	08	00	064	115	065	065	083	063	0	2	0	0	0	0
00355	08	00	020	040	090	025	030	090	0	0	0	0	0	1
00356	08	00	040	070	130	025	060	130	0	0	1	0	0	1
00357	12	03	099	068	083	051	072	087	2	0	0	0	0	0
00358	14	00	065	050	070	065	095	080	0	0	0	0	1	1
00359	17	00	065	130	060	075	075	060	0	2	0	0	0	0
00360	14	00	095	023	048	023	023	048	1	0	0	0	0	0
00361	15	00	050	050	050	050	050	050	1	0	0	0	0	0
00362	15	00	080	080	080	080	080	080	2	0	0	0	0	0
00363	15	11	070	040	050	025	055	050	1	0	0	0	0	0
00364	15	11	090	060	070	045	075	070	2	0	0	0	0	0
00365	15	11	110	080	090	065	095	090	3	0	0	0	0	0
00366	11	00	035	064	085	032	074	055	0	0	1	0	0	0
00367	11	00	055	104	105	052	094	075	0	1	1	0	0	0
00368	11	00	055	084	105	052	114	075	0	0	0	0	2	0
00369	11	06	100	090	130	055	045	065	1	0	1	0	0	0
00370	11	00	043	030	055	097	040	065	0	0	0	1	0	0
00371	16	00	045	075	060	050	040	030	0	1	0	0	0	0
00372	16	00	065	095	100	050	060	050	0	0	2	0	0	0
00373	16	03	095	135	080	100	110	080	0	3	0	0	0	0
00374	09	14	040	055	080	030	035	060	0	0	1	0	0	0
00375	09	14	060	075	100	050	055	080	0	0	2	0	0	0
00376	09	14	080	135	130	070	095	090	0	0	3	0	0	0
00377	06	00	080	100	200	050	050	100	0	0	3	0	0	0
00378	15	00	080	050	100	050	100	200	0	0	0	0	0	3
00379	09	00	080	075	150	050	075	150	0	0	2	0	0	1
00380	16	14	080	080	090	110	110	130	0	0	0	0	0	3
00381	16	14	080	090	080	110	130	110	0	0	0	0	3	0
00382	11	00	100	100	090	090	150	140	0	0	0	0	3	0
00383	05	00	100	150	140	090	100	090	0	3	0	0	0	0
00384	16	03	105	150	090	095	150	090	0	2	0	0	1	0
00385	09	14	100	100	100	100	100	100	3	0	0	0	0	0
00386	14	00	050	150	050	150	150	050	0	1	0	1	1	0
10026	14	00	048	072	048	048	072	048	0	1	0	0	1	0
10027	14	00	048	072	048	048	072	048	0	1	0	0	1	0
10028	10	00	070	070	070	070	070	070	1	0	0	0	0	0
10029	11	00	070	070	070	070	070	070	1	0	0	0	0	0
10030	15	00	070	070	070	070	070	070	1	0	0	0	0	0
10031	14	00	050	180	020	150	180	020	0	2	0	0	1	0
10032	14	00	050	070	160	090	070	160	0	0	2	0	0	1
10033	14	00	050	095	090	180	095	090	0	0	0	3	0	0
