00016	051	077	000
00017	051	077	000
00018	051	077	000
00029	038	079	000
00030	038	079	000
00031	038	079	000
00032	038	079	000
00033	038	079	000
00034	038	079	000
00035	056	098	000
00036	056	098	000
00046	027	087	000
00047	027	087	000
00048	014	110	000
00049	019	110	000
00052	053	101	000
00053	007	101	000
00056	072	083	000
00057	072	083	000
00066	062	099	000
00067	062	099	000
00068	062	099	000
00086	047	093	000
00087	047	093	000
00090	075	092	000
00091	075	092	000
00096	015	108	000
00097	015	108	000
00106	007	120	000
00107	051	089	000
00114	034	102	000
00115	048	113	000
00116	033	097	000
00117	038	097	000
00122	043	111	000
00123	068	101	000
00124	012	108	000
00127	052	104	000
00128	022	083	000
00133	050	091	000
00137	036	088	000
00173	056	098	000
00187	034	102	000
00188	034	102	000
00189	034	102	000
00191	034	094	000
00192	034	094	000
00198	015	105	000
00210	022	095	000
00212	068	101	000
00213	005	082	000
00216	053	095	000
00217	062	095	000
00220	012	081	000
00221	012	081	000
00223	055	097	000
00224	021	097	000
00230	033	097	000
00233	036	088	000
00234	022	119	000
00235	020	101	000
00236	062	080	000
00237	022	101	000
00238	012	108	000
00241	047	113	000
00261	050	095	000
00262	022	095	000
00263	053	082	000
00264	053	082	000
00285	027	090	000
00286	027	090	000
00300	056	096	000
00301	056	096	000
00302	051	100	000
00314	012	110	000
00322	012	086	000
00323	040	116	000
00327	020	077	000
00339	012	107	000
00340	012	107	000
00353	015	119	000
00354	015	119	000
00357	034	094	000
00359	046	105	000
00361	039	115	000
00362	039	115	000
00363	047	115	000
00364	047	115	000
00365	047	115	000
00387	065	000	000
00388	065	000	000
00389	065	000	000
00390	066	000	000
00391	066	000	000
00392	066	000	000
00393	067	000	000
00394	067	000	000
00395	067	000	000
00396	051	000	000
00397	022	000	000
00398	022	000	000
00399	086	109	000
00400	086	109	000
00401	061	000	000
00402	068	000	000
00403	079	022	000
00404	079	022	000
00405	079	022	000
00406	030	038	000
00407	030	038	000
00408	104	000	000
00409	104	000	000
00410	005	000	000
00411	005	000	000
00412	061	000	000
00413	107	000	000
00414	068	000	000
00415	118	000	000
00416	046	000	000
00417	050	053	000
00418	033	000	000
00419	033	000	000
00420	034	000	000
00421	122	000	000
00422	060	114	000
00423	060	114	000
00424	101	053	000
00425	106	084	000
00426	106	084	000
00427	050	103	000
00428	056	103	000
00429	026	000	000
00430	015	105	000
00431	007	020	000
00432	047	020	000
00433	026	000	000
00434	001	106	000
00435	001	106	000
00436	026	085	000
00437	026	085	000
00438	005	069	000
00439	043	111	000
00440	030	032	000
00441	051	077	000
00442	046	000	000
00443	008	000	000
00444	008	000	000
00445	008	000	000
00446	053	047	000
00447	080	039	000
00448	080	039	000
00449	045	000	000
00450	045	000	000
00451	004	097	000
00452	004	097	000
00453	107	087	000
00454	107	087	000
00455	026	000	000
00456	033	114	000
00457	033	114	000
00458	033	011	000
00459	117	000	000
00460	117	000	000
00461	046	000	000
00462	042	005	000
00463	020	012	000
00464	031	116	000
00465	034	102	000
00466	078	000	000
00467	049	000	000
00468	055	032	000
00469	003	110	000
00470	102	000	000
00471	081	000	000
00472	052	008	000
00473	012	081	000
00474	091	088	000
00475	080	000	000
00476	005	042	000
00477	046	000	000
00478	081	000	000
00479	026	000	000
00480	026	000	000
00481	026	000	000
00482	026	000	000
00483	046	000	000
00484	046	000	000
00485	018	000	000
00486	112	000	000
00487	046	000	000
00488	026	000	000
00489	093	000	000
00490	093	000	000
00491	123	000	000
00492	030	000	000
00493	121	000	000
10034	061	000	000
10035	061	000	000
10036	107	000	000
10037	107	000	000
10038	122	000	000
10039	060	114	000
10040	060	114	000
10041	121	000	000
10042	121	000	000
10043	121	000	000
10044	121	000	000
10045	121	000	000
10046	121	000	000
10047	121	000	000
10048	121	000	000
10049	121	000	000
10050	121	000	000
10051	121	000	000
10052	121	000	000
10053	121	000	000
10054	121	000	000
10055	121	000	000
10056	121	000	000
10057	121	000	000
10058	026	000	000
10059	026	000	000
10060	026	000	000
10061	026	000	000
10062	026	000	000
10063	026	000	000
10064	032	000	000
10065	009	000	000
