00001	065	000	034
00002	065	000	034
00003	065	000	034
00004	066	000	094
00005	066	000	094
00006	066	000	094
00007	067	000	044
00008	067	000	044
00009	067	000	044
00010	019	000	050
00011	061	000	000
00012	014	000	110
00013	019	000	050
00014	061	000	000
00015	068	000	097
00016	051	077	145
00017	051	077	145
00018	051	077	145
00019	050	062	055
00020	050	062	055
00021	051	000	097
00022	051	000	097
00023	022	061	127
00024	022	061	127
00025	009	000	031
00026	009	000	031
00027	008	000	146
00028	008	000	146
00029	038	079	055
00030	038	079	055
00031	038	079	125
00032	038	079	055
00033	038	079	055
00034	038	079	125
00035	056	098	132
00036	056	098	109
00037	018	000	070
00038	018	000	070
00039	056	000	132
00040	056	000	119
00041	039	000	151
00042	039	000	151
00043	034	000	050
00044	034	000	001
00045	034	000	027
00046	027	087	006
00047	027	087	006
00048	014	110	050
00049	019	110	147
00050	008	071	159
00051	008	071	159
00052	053	101	127
00053	007	101	127
00054	006	013	033
00055	006	013	033
00056	072	083	128
00057	072	083	128
00058	022	018	154
00059	022	018	154
00060	011	006	033
00061	011	006	033
00062	011	006	033
00063	028	039	098
00064	028	039	098
00065	028	039	098
00066	062	099	080
00067	062	099	080
00068	062	099	080
00069	034	000	082
00070	034	000	082
00071	034	000	082
00072	029	064	044
00073	029	064	044
00074	069	005	008
00075	069	005	008
00076	069	005	008
00077	050	018	049
00078	050	018	049
00079	012	020	144
00080	012	020	144
00081	042	005	148
00082	042	005	148
00083	051	039	128
00084	050	048	077
00085	050	048	077
00086	047	093	115
00087	047	093	115
00088	001	060	143
00089	001	060	143
00090	075	092	142
00091	075	092	142
00092	026	000	000
00093	026	000	000
00094	026	000	000
00095	069	005	133
00096	015	108	039
00097	015	108	039
00098	052	075	125
00099	052	075	125
00100	043	009	106
00101	043	009	106
00102	034	000	139
00103	034	000	139
00104	069	031	004
00105	069	031	004
00106	007	120	084
00107	051	089	039
00108	020	012	013
00109	026	000	000
00110	026	000	000
00111	031	069	120
00112	031	069	120
00113	030	032	131
00114	034	102	144
00115	048	113	039
00116	033	097	006
00117	038	097	006
00118	033	041	031
00119	033	041	031
00120	035	030	148
00121	035	030	148
00122	043	111	101
00123	068	101	080
00124	012	108	087
00125	009	000	072
00126	049	000	072
00127	052	104	153
00128	022	083	125
00129	033	000	155
00130	022	000	153
00131	011	075	093
00132	007	000	150
00133	050	091	107
00134	011	000	093
00135	010	000	095
00136	018	000	062
00137	036	088	148
00138	033	075	133
00139	033	075	133
00140	033	004	133
00141	033	004	133
00142	069	046	127
00143	017	047	082
00144	046	000	081
00145	046	000	031
00146	046	000	049
00147	061	000	063
00148	061	000	063
00149	039	000	136
00150	046	000	127
00151	028	000	000
00152	065	000	102
00153	065	000	102
00154	065	000	102
00155	066	000	018
00156	066	000	018
00157	066	000	018
00158	067	000	125
00159	067	000	125
00160	067	000	125
00161	050	051	119
00162	050	051	119
00163	015	051	110
00164	015	051	110
00165	068	048	155
00166	068	048	089
00167	068	015	097
00168	068	015	097
00169	039	000	151
00170	010	035	011
00171	010	035	011
00172	009	000	031
00173	056	098	132
00174	056	000	132
00175	055	032	105
00176	055	032	105
00177	028	048	156
00178	028	048	156
00179	009	000	057
00180	009	000	057
00181	009	000	057
00182	034	000	131
00183	047	037	157
00184	047	037	157
00185	005	069	155
00186	011	006	002
00187	034	102	151
00188	034	102	151
00189	034	102	151
00190	050	053	092
00191	034	094	048
00192	034	094	048
00193	003	014	119
00194	006	011	109
00195	006	011	109
00196	028	000	156
00197	028	000	039
00198	015	105	158
00199	012	020	144
00200	026	000	000
00201	026	000	000
00202	023	000	140
00203	039	048	157
00204	005	000	142
00205	005	000	142
00206	032	050	155
00207	052	008	017
00208	069	005	125
00209	022	050	155
00210	022	095	155
00211	038	033	022
00212	068	101	135
00213	005	082	126
00214	068	062	153
00215	039	051	124
00216	053	095	118
00217	062	095	127
00218	040	049	133
00219	040	049	133
00220	012	081	047
00221	012	081	047
00222	055	030	144
00223	055	097	141
00224	021	097	141
00225	072	055	015
00226	033	011	041
00227	051	005	133
00228	048	018	127
00229	048	018	127
00230	033	097	006
00231	053	000	008
00232	005	000	008
00233	036	088	148
00234	022	119	157
00235	020	101	141
00236	062	080	072
00237	022	101	080
00238	012	108	093
00239	009	000	072
00240	049	000	072
00241	047	113	157
00242	030	032	131
00243	046	000	010
00244	046	000	018
00245	046	000	011
00246	062	000	008
00247	061	000	000
00248	045	000	127
00249	046	000	136
00250	046	000	144
00251	030	000	000
00252	065	000	084
00253	065	000	084
00254	065	000	084
00255	066	000	003
00256	066	000	003
00257	066	000	003
00258	067	000	006
00259	067	000	006
00260	067	000	006
00261	050	095	155
00262	022	095	153
00263	053	082	095
00264	053	082	095
00265	019	000	050
00266	061	000	000
00267	068	000	079
00268	061	000	000
00269	019	000	014
00270	033	044	020
00271	033	044	020
00272	033	044	020
00273	034	048	124
00274	034	048	124
00275	034	048	124
00276	062	000	113
00277	062	000	113
00278	051	000	044
00279	051	000	044
00280	028	036	140
00281	028	036	140
00282	028	036	140
00283	033	000	044
00284	022	000	127
00285	027	090	095
00286	027	090	101
00287	054	000	000
00288	072	000	000
00289	054	000	000
00290	014	000	050
00291	003	000	151
00292	025	000	000
00293	043	000	155
00294	043	000	113
00295	043	000	113
00296	047	062	125
00297	047	062	125
00298	047	037	157
00299	005	042	159
00300	056	096	147
00301	056	096	147
00302	051	100	158
00303	052	022	125
00304	005	069	134
00305	005	069	134
00306	005	069	134
00307	074	000	140
00308	074	000	140
00309	009	031	058
00310	009	031	058
00311	057	000	000
00312	058	000	000
00313	035	068	158
00314	012	110	158
00315	030	038	102
00316	064	060	082
00317	064	060	082
00318	024	000	003
00319	024	000	003
00320	041	012	046
00321	041	012	046
00322	012	086	020
00323	040	116	083
00324	073	000	075
00325	047	020	082
00326	047	020	082
00327	020	077	126
00328	052	071	125
00329	026	000	000
00330	026	000	000
00331	008	000	011
00332	008	000	011
00333	030	000	013
00334	030	000	013
00335	017	000	137
00336	061	000	151
00337	026	000	000
00338	026	000	000
00339	012	107	093
00340	012	107	093
00341	052	075	091
00342	052	075	091
00343	026	000	000
00344	026	000	000
00345	021	000	114
00346	021	000	114
00347	004	000	033
00348	004	000	033
00349	033	000	091
00350	063	000	056
00351	059	000	000
00352	016	000	000
00353	015	119	130
00354	015	119	130
00355	026	000	000
00356	046	000	000
00357	034	094	139
00358	026	000	000
00359	046	105	154
00360	023	000	140
00361	039	115	141
00362	039	115	141
00363	047	115	012
00364	047	115	012
00365	047	115	012
00366	075	000	155
00367	033	000	041
00368	033	000	093
00369	033	069	005
00370	033	000	093
00371	069	000	125
00372	069	000	142
00373	022	000	153
00374	029	000	135
00375	029	000	135
00376	029	000	135
00377	029	000	005
00378	029	000	115
00379	029	000	135
00380	026	000	000
00381	026	000	000
00382	002	000	000
00383	070	000	000
00384	076	000	000
00385	032	000	000
00386	046	000	000
00387	065	000	075
00388	065	000	075
00389	065	000	075
00390	066	000	089
00391	066	000	089
00392	066	000	089
00393	067	000	128
00394	067	000	128
00395	067	000	128
00396	051	000	000
00397	022	000	120
00398	022	000	120
00399	086	109	141
00400	086	109	141
00401	061	000	050
00402	068	000	101
00403	079	022	062
00404	079	022	062
00405	079	022	062
00406	030	038	102
00407	030	038	101
00408	104	000	125
00409	104	000	125
00410	005	000	043
00411	005	000	043
00412	061	000	142
00413	107	000	142
00414	068	000	110
00415	118	000	055
00416	046	000	127
00417	050	053	010
00418	033	000	041
00419	033	000	041
00420	034	000	000
00421	122	000	000
00422	060	114	159
00423	060	114	159
00424	101	053	092
00425	106	084	138
00426	106	084	138
00427	050	103	007
00428	056	103	007
00429	026	000	000
00430	015	105	153
00431	007	020	051
00432	047	020	128
00433	026	000	000
00434	001	106	051
00435	001	106	051
00436	026	085	134
00437	026	085	134
00438	005	069	155
00439	043	111	101
00440	030	032	132
00441	051	077	145
00442	046	000	151
00443	008	000	024
00444	008	000	024
00445	008	000	024
00446	053	047	082
00447	080	039	158
00448	080	039	154
00449	045	000	159
00450	045	000	159
00451	004	097	051
00452	004	097	051
00453	107	087	143
00454	107	087	143
00455	026	000	000
00456	033	114	041
00457	033	114	041
00458	033	011	041
00459	117	000	043
00460	117	000	043
00461	046	000	124
00462	042	005	148
00463	020	012	013
00464	031	116	120
00465	034	102	144
00466	078	000	072
00467	049	000	072
00468	055	032	105
00469	003	110	119
00470	102	000	034
00471	081	000	115
00472	052	008	090
00473	012	081	047
00474	091	088	148
00475	080	000	154
00476	005	042	159
00477	046	000	000
00478	081	000	130
00479	026	000	000
00480	026	000	000
00481	026	000	000
00482	026	000	000
00483	046	000	140
00484	046	000	140
00485	018	000	049
00486	112	000	000
00487	046	000	140
00488	026	000	000
00489	093	000	000
00490	093	000	000
00491	123	000	000
00492	030	000	000
00493	121	000	000
00494	162	000	000
00495	065	000	126
00496	065	000	126
00497	065	000	126
00498	066	000	047
00499	066	000	047
00500	066	000	120
00501	067	000	075
00502	067	000	075
00503	067	000	075
00504	050	051	148
00505	035	051	148
00506	072	053	050
00507	022	146	113
00508	022	146	113
00509	007	084	158
00510	007	084	158
00511	082	000	065
00512	082	000	065
00513	082	000	066
00514	082	000	066
00515	082	000	067
00516	082	000	067
00517	108	028	140
00518	108	028	140
00519	145	105	079
00520	145	105	079
00521	145	105	079
00522	031	078	157
00523	031	078	157
00524	005	000	159
00525	005	000	159
00526	005	000	159
00527	109	103	086
00528	109	103	086
00529	146	159	104
00530	146	159	104
00531	131	144	103
00532	062	125	089
00533	062	125	089
00534	062	125	089
00535	033	093	011
00536	033	093	011
00537	033	143	011
00538	062	039	104
00539	005	039	104
00540	068	034	142
00541	102	034	142
00542	068	034	142
00543	038	068	095
00544	038	068	095
00545	038	068	095
00546	158	151	034
00547	158	151	034
00548	034	020	102
00549	034	020	102
00550	120	091	104
00551	022	153	083
00552	022	153	083
00553	022	153	083
00554	055	000	039
00555	125	000	161
00556	011	034	114
00557	005	075	133
00558	005	075	133
00559	061	153	022
00560	061	153	022
00561	147	098	110
00562	152	000	000
00563	152	000	000
00564	116	005	033
00565	116	005	033
00566	129	000	000
00567	129	000	000
00568	001	060	106
00569	001	133	106
00570	149	000	000
00571	149	000	000
00572	056	101	092
00573	056	101	092
00574	119	000	023
00575	119	000	023
00576	119	000	023
00577	142	098	144
00578	142	098	144
00579	142	098	144
00580	051	145	093
00581	051	145	093
00582	115	000	133
00583	115	000	133
00584	115	000	133
00585	034	157	032
00586	034	157	032
00587	009	000	078
00588	068	061	099
00589	068	075	142
00590	027	000	144
00591	027	000	144
00592	011	130	006
00593	011	130	006
00594	131	093	144
00595	014	127	068
00596	014	127	068
00597	160	000	000
00598	160	000	000
00599	057	058	029
00600	057	058	029
00601	057	058	029
00602	026	000	000
00603	026	000	000
00604	026	000	000
00605	140	028	148
00606	140	028	148
00607	018	049	023
00608	018	049	023
00609	018	049	023
00610	079	104	127
00611	079	104	127
00612	079	104	127
00613	081	000	155
00614	081	000	033
00615	026	000	000
00616	093	075	142
00617	093	060	084
00618	009	007	008
00619	039	144	120
00620	039	144	120
00621	024	125	104
00622	089	103	099
00623	089	103	099
00624	128	039	046
00625	128	039	046
00626	120	157	043
00627	051	125	055
00628	051	125	128
00629	145	142	133
00630	145	142	133
00631	082	018	073
00632	068	055	054
00633	055	000	000
00634	055	000	000
00635	026	000	000
00636	049	000	068
00637	049	000	068
00638	154	000	000
00639	154	000	000
00640	154	000	000
00641	158	000	128
00642	158	000	128
00643	163	000	000
00644	164	000	000
00645	159	000	125
00646	046	000	000
00647	154	000	000
00648	032	000	000
00649	088	000	000
10001	026	000	000
10002	026	000	000
10003	026	000	000
10004	026	000	000
10005	026	000	000
10006	026	000	000
10007	026	000	000
10008	026	000	000
10009	026	000	000
10010	026	000	000
10011	026	000	000
10012	026	000	000
10013	026	000	000
10014	026	000	000
10015	026	000	000
10016	026	000	000
10017	026	000	000
10018	026	000	000
10019	026	000	000
10020	026	000	000
10021	026	000	000
10022	026	000	000
10023	026	000	000
10024	026	000	000
10025	026	000	000
10026	026	000	000
10027	026	000	000
10028	059	000	000
10029	059	000	000
10030	059	000	000
10031	046	000	000
10032	046	000	000
10033	046	000	000
10034	061	000	142
10035	061	000	142
10036	107	000	142
10037	107	000	142
10038	122	000	000
10039	060	114	159
10040	060	114	159
10041	121	000	000
10042	121	000	000
10043	121	000	000
10044	121	000	000
10045	121	000	000
10046	121	000	000
10047	121	000	000
10048	121	000	000
10049	121	000	000
10050	121	000	000
10051	121	000	000
10052	121	000	000
10053	121	000	000
10054	121	000	000
10055	121	000	000
10056	121	000	000
10057	121	000	000
10058	026	000	000
10059	026	000	000
10060	026	000	000
10061	026	000	000
10062	026	000	000
10063	026	000	000
10064	032	000	000
10065	009	000	031
10066	069	091	104
10067	125	000	161
10068	034	157	032
10069	034	157	032
10070	034	157	032
10071	034	157	032
10072	034	157	032
10073	034	157	032
10074	032	000	000
10075	088	000	000
10076	088	000	000
10077	088	000	000
10078	088	000	000
10079	144	000	000
10080	010	000	000
10081	022	000	000
10082	164	000	000
10083	163	000	000
10084	154	000	000
