00387	12	00	055	068	064	031	045	055	0	1	0	0	0	0
00388	12	00	075	089	085	036	055	065	0	1	1	0	0	0
00389	12	05	095	109	105	056	075	085	0	2	1	0	0	0
00390	10	00	044	058	044	061	058	044	0	0	0	1	0	0
00391	10	02	064	078	052	081	078	052	0	0	0	1	1	0
00392	10	02	076	104	071	108	104	071	0	1	0	1	1	0
00393	11	00	053	051	053	040	061	056	0	0	0	0	1	0
00394	11	00	064	066	068	050	081	076	0	0	0	0	2	0
00395	11	09	084	086	088	060	111	101	0	0	0	0	3	0
00396	01	03	040	055	030	060	030	030	0	0	0	1	0	0
00397	01	03	055	075	050	080	040	040	0	0	0	2	0	0
00398	01	03	085	120	070	100	050	060	0	3	0	0	0	0
00399	01	00	059	045	040	031	035	040	1	0	0	0	0	0
00400	01	11	079	085	060	071	055	060	0	2	0	0	0	0
00401	07	00	037	025	041	025	025	041	0	0	1	0	0	0
00402	07	00	077	085	051	065	055	051	0	2	0	0	0	0
00403	13	00	045	065	034	045	040	034	0	1	0	0	0	0
00404	13	00	060	085	049	060	060	049	0	2	0	0	0	0
00405	13	00	080	120	079	070	095	079	0	3	0	0	0	0
00406	12	04	040	030	035	055	050	070	0	0	0	0	1	0
00407	12	04	060	070	065	090	125	105	0	0	0	0	3	0
00408	06	00	067	125	040	058	030	030	0	1	0	0	0	0
00409	06	00	097	165	060	058	065	050	0	2	0	0	0	0
00410	06	09	030	042	118	030	042	088	0	0	1	0	0	0
00411	06	09	060	052	168	030	047	138	0	0	2	0	0	0
00412	07	00	040	029	045	036	029	045	0	0	0	0	0	1
00413	07	12	060	059	085	036	079	105	0	0	0	0	0	2
00414	07	03	070	094	050	066	094	050	0	1	0	0	1	0
00415	07	03	030	030	042	070	030	042	0	0	0	1	0	0
00416	07	03	070	080	102	040	080	102	0	0	1	0	0	1
00417	13	00	060	045	070	095	045	090	0	0	0	1	0	0
00418	11	00	055	065	035	085	060	030	0	0	0	1	0	0
00419	11	00	085	105	055	115	085	050	0	0	0	2	0	0
00420	12	00	045	035	045	035	062	053	0	0	0	0	1	0
00421	12	00	070	060	070	085	087	078	0	0	0	0	2	0
00422	11	00	076	048	048	034	057	062	1	0	0	0	0	0
00423	11	05	111	083	068	039	092	082	2	0	0	0	0	0
00424	01	00	075	100	066	115	060	066	0	0	0	2	0	0
00425	08	03	090	050	034	070	060	044	1	0	0	0	0	0
00426	08	03	150	080	044	080	090	054	2	0	0	0	0	0
00427	01	00	055	066	044	085	044	056	0	0	0	1	0	0
00428	01	00	065	076	084	105	054	096	0	0	0	2	0	0
00429	08	00	060	060	060	105	105	105	0	0	0	0	1	1
00430	17	03	100	125	052	071	105	052	0	2	0	0	0	0
00431	01	00	049	055	042	085	042	037	0	0	0	1	0	0
00432	01	00	071	082	064	112	064	059	0	0	0	2	0	0
00433	14	00	045	030	050	045	065	050	0	0	0	0	1	0
00434	04	17	063	063	047	074	041	041	0	0	0	1	0	0
00435	04	17	103	093	067	084	071	061	2	0	0	0	0	0
00436	09	14	057	024	086	023	024	086	0	0	1	0	0	0
00437	09	14	067	089	116	033	079	116	0	0	1	0	0	1
00438	06	00	050	080	095	010	010	045	0	0	1	0	0	0
00439	14	18	020	025	045	060	070	090	0	0	0	0	0	1
00440	01	00	100	005	005	030	015	065	1	0	0	0	0	0
00441	01	03	076	065	045	091	092	042	0	1	0	0	0	0
00442	08	17	050	092	108	035	092	108	0	0	1	0	0	1
00443	16	05	058	070	045	042	040	045	0	1	0	0	0	0
00444	16	05	068	090	065	082	050	055	0	2	0	0	0	0
00445	16	05	108	130	095	102	080	085	0	3	0	0	0	0
00446	01	00	135	085	040	005	040	085	1	0	0	0	0	0
00447	02	00	040	070	040	060	035	040	0	1	0	0	0	0
00448	02	09	070	110	070	090	115	070	0	1	0	0	1	0
00449	05	00	068	072	078	032	038	042	0	0	1	0	0	0
00450	05	00	108	112	118	047	068	072	0	0	2	0	0	0
00451	04	07	040	050	090	065	030	055	0	0	1	0	0	0
00452	04	17	070	090	110	095	060	075	0	0	2	0	0	0
00453	04	02	048	061	040	050	061	040	0	1	0	0	0	0
00454	04	02	083	106	065	085	086	065	0	2	0	0	0	0
00455	12	00	074	100	072	046	090	072	0	2	0	0	0	0
00456	11	00	049	049	056	066	049	061	0	0	0	1	0	0
00457	11	00	069	069	076	091	069	086	0	0	0	2	0	0
00458	11	03	045	020	050	050	060	120	0	0	0	0	0	1
00459	12	15	060	062	050	040	062	060	0	1	0	0	0	0
00460	12	15	090	092	075	060	092	085	0	1	0	0	1	0
00461	17	15	070	120	065	125	045	085	0	1	0	1	0	0
00462	13	09	070	070	115	060	130	090	0	0	0	0	3	0
00463	01	00	110	085	095	050	080	095	3	0	0	0	0	0
00464	05	06	115	140	130	040	055	055	0	3	0	0	0	0
00465	12	00	100	100	125	050	110	050	0	0	2	0	0	0
00466	13	00	075	123	067	095	095	085	0	3	0	0	0	0
00467	10	00	075	095	067	083	125	095	0	0	0	0	3	0
00468	18	03	085	050	095	080	120	115	0	0	0	0	2	1
00469	07	03	086	076	086	095	116	056	0	2	0	0	0	0
00470	12	00	065	110	130	095	060	065	0	0	2	0	0	0
00471	15	00	065	060	110	065	130	095	0	0	0	0	2	0
00472	05	03	075	095	125	095	045	075	0	0	2	0	0	0
00473	15	05	110	130	080	080	070	060	0	3	0	0	0	0
00474	01	00	085	080	070	090	135	075	0	0	0	0	3	0
00475	14	02	068	125	065	080	065	115	0	3	0	0	0	0
00476	06	09	060	055	145	040	075	150	0	0	1	0	0	2
00477	08	00	045	100	135	045	065	135	0	0	1	0	0	2
00478	15	08	070	080	070	110	080	070	0	0	0	2	0	0
00479	13	08	050	050	077	091	095	077	0	0	0	1	1	0
00480	14	00	075	075	130	095	075	130	0	0	2	0	0	1
00481	14	00	080	105	105	080	105	105	0	1	0	0	1	1
00482	14	00	075	125	070	115	125	070	0	2	0	0	1	0
00483	09	16	100	120	120	090	150	100	0	0	0	0	3	0
00484	11	16	090	120	100	100	150	120	0	0	0	0	3	0
00485	10	09	091	090	106	077	130	106	0	0	0	0	3	0
00486	01	00	110	160	110	100	080	110	0	3	0	0	0	0
00487	08	16	150	100	120	090	100	120	3	0	0	0	0	0
00488	14	00	120	070	120	085	075	130	0	0	0	0	0	3
00489	11	00	080	080	080	080	080	080	1	0	0	0	0	0
00490	11	00	100	100	100	100	100	100	3	0	0	0	0	0
00491	17	00	070	090	090	125	135	090	0	0	0	1	2	0
00492	12	00	100	100	100	100	100	100	3	0	0	0	0	0
00493	01	00	120	120	120	120	120	120	3	0	0	0	0	0
10034	07	00	040	029	045	036	029	045	0	0	0	0	0	1
10035	07	00	040	029	045	036	029	045	0	0	0	0	0	1
10036	07	05	060	079	105	036	059	085	0	0	2	0	0	0
10037	07	09	060	069	095	036	069	095	0	0	1	0	0	1
10038	12	00	070	060	070	085	087	078	0	0	0	0	2	0
10039	11	00	076	048	048	034	057	062	1	0	0	0	0	0
10040	11	05	111	083	068	039	092	082	2	0	0	0	0	0
10041	01	00	120	120	120	120	120	120	3	0	0	0	0	0
10042	01	00	120	120	120	120	120	120	3	0	0	0	0	0
